"ride_id","rideable_type","started_at","ended_at","start_station_name","start_station_id","end_station_name","end_station_id","member_casual","ride_length","day_of_week","year","month","day","time","date","hour","day_type"
"1146B70A431D95C0","classic_bike",2023-10-18 15:31:32,"2023-10-19 08:03:23","Damen Ave & Grand Ave","TA1308000006","Damen Ave & Grand Ave","TA1308000006","member",39711,"Wednesday","2023","10","18","15:31:32",2023-10-18,"15","Weekday"
"897E2F7A2FF509E7","classic_bike",2023-10-01 12:01:24,"2023-10-01 17:40:00","DuSable Lake Shore Dr & North Blvd","LF-005","DuSable Lake Shore Dr & North Blvd","LF-005","casual",516,"Sunday","2023","10","01","12:01:24",2023-10-01,"12","Weekend"
"8169261CA055F6F3","classic_bike",2023-10-04 16:17:54,"2023-10-05 06:50:36","Troy St & North Ave","15653","Artesian Ave & Hubbard St","15664","member",32562,"Wednesday","2023","10","04","16:17:54",2023-10-04,"16","Weekday"
"10BB0DA106D0FB22","classic_bike",2023-10-26 17:57:19,"2023-10-27 07:53:32","Wilton Ave & Diversey Pkwy","TA1306000014","Racine Ave & Fullerton Ave","TA1306000026","casual",30373,"Thursday","2023","10","26","17:57:19",2023-10-26,"17","Weekday"
"D70F9C94C734E85C","classic_bike",2023-10-06 17:37:10,"2023-10-07 17:24:20","Logan Blvd & Elston Ave","TA1308000031","Racine Ave & Fullerton Ave","TA1306000026","casual",65830,"Friday","2023","10","06","17:37:10",2023-10-06,"17","Weekday"
"A83B32FCED616E99","classic_bike",2023-10-07 13:52:22,"2023-10-07 20:02:51","Sheffield Ave & Webster Ave","TA1309000033","Racine Ave & Fullerton Ave","TA1306000026","member",2429,"Saturday","2023","10","07","13:52:22",2023-10-07,"13","Weekend"
"A699144818EA9AC7","classic_bike",2023-10-29 12:15:36,"2023-10-30 10:50:18","Indiana Ave & Roosevelt Rd","SL-005","Woodlawn Ave & 55th St","TA1307000164","casual",61482,"Sunday","2023","10","29","12:15:36",2023-10-29,"12","Weekend"
"43BB3F295A707A12","classic_bike",2023-10-08 12:49:32,"2023-10-08 22:24:19","Wabash Ave & Cermak Rd","TA1305000001","Michigan Ave & 8th St","623","casual",14687,"Sunday","2023","10","08","12:49:32",2023-10-08,"12","Weekend"
"1D9A58D79F376A5F","classic_bike",2023-10-07 16:16:34,"2023-10-07 21:49:40","State St & Randolph St","TA1305000029","Canal St & Monroe St","13056","casual",186,"Saturday","2023","10","07","16:16:34",2023-10-07,"16","Weekend"
"9DB25644AEAC3BBE","classic_bike",2023-10-19 15:42:05,"2023-10-20 16:28:36","University Ave & 57th St","KA1503000071","Woodlawn Ave & 55th St","TA1307000164","member",69391,"Thursday","2023","10","19","15:42:05",2023-10-19,"15","Weekday"
"8ABE3A6F832C07E3","classic_bike",2023-10-07 15:35:36,"2023-10-07 22:42:48","DuSable Lake Shore Dr & Monroe St","13300","Michigan Ave & 8th St","623","casual",5832,"Saturday","2023","10","07","15:35:36",2023-10-07,"15","Weekend"
"826784A7904208D7","classic_bike",2023-10-16 15:36:59,"2023-10-17 07:47:23","Larrabee St & Kingsbury St","TA1306000009","Larrabee St & Kingsbury St","TA1306000009","member",38424,"Monday","2023","10","16","15:36:59",2023-10-16,"15","Weekday"
"FD4E2597C7E7162E","classic_bike",2023-10-03 19:59:23,"2023-10-04 18:58:41","University Ave & 59th St","22003","Woodlawn Ave & 55th St","TA1307000164","casual",62958,"Tuesday","2023","10","03","19:59:23",2023-10-03,"19","Weekday"
"5C58FA657DD50D62","classic_bike",2023-10-31 20:10:30,"2023-11-01 15:36:02","Damen Ave & Pierce Ave","TA1305000041","Damen Ave & Pierce Ave","TA1305000041","casual",50132,"Tuesday","2023","10","31","20:10:30",2023-10-31,"20","Weekday"
"9E9F1F3A54209A78","classic_bike",2023-10-29 01:23:40,"2023-10-29 14:08:32","Racine Ave & Belmont Ave","TA1308000019","Racine Ave & Belmont Ave","TA1308000019","casual",26092,"Sunday","2023","10","29","01:23:40",2023-10-29,"01","Weekend"
"A5502D18A779D0EC","classic_bike",2023-10-08 15:20:09,"2023-10-09 07:56:18","Michigan Ave & 8th St","623","Michigan Ave & 8th St","623","casual",39969,"Sunday","2023","10","08","15:20:09",2023-10-08,"15","Weekend"
"C09A808C926E9322","classic_bike",2023-10-02 20:15:13,"2023-10-03 06:04:44","Green St & Madison St","TA1307000120","Racine Ave & 15th St","13304","member",15571,"Monday","2023","10","02","20:15:13",2023-10-02,"20","Weekday"
"0975823C93F20662","classic_bike",2023-10-17 10:47:31,"2023-10-17 19:26:07","Michigan Ave & Lake St","TA1305000011","Larrabee St & Kingsbury St","TA1306000009","member",11316,"Tuesday","2023","10","17","10:47:31",2023-10-17,"10","Weekday"
"E756B11F686E0B33","classic_bike",2023-10-06 13:56:23,"2023-10-07 00:49:32","Kimbark Ave & 53rd St","TA1309000037","Woodlawn Ave & 55th St","TA1307000164","casual",19389,"Friday","2023","10","06","13:56:23",2023-10-06,"13","Weekday"
"A9291F4034B46458","classic_bike",2023-10-26 09:01:42,"2023-10-26 15:14:27","Halsted St & Willow St","TA1307000166","Larrabee St & Kingsbury St","TA1306000009","casual",2565,"Thursday","2023","10","26","09:01:42",2023-10-26,"09","Weekday"
"B673B4CB6E7C62CB","classic_bike",2023-10-10 16:55:25,"2023-10-11 13:47:54","Chicago Ave & Sheridan Rd","E008","University Library (NU)","605","member",55349,"Tuesday","2023","10","10","16:55:25",2023-10-10,"16","Weekday"
"CACCE9539B2273A1","classic_bike",2023-10-05 21:24:37,"2023-10-06 10:14:19","Clinton St & Roosevelt Rd","WL-008","Cityfront Plaza Dr & Pioneer Ct","13427","member",26382,"Thursday","2023","10","05","21:24:37",2023-10-05,"21","Weekday"
"D886894066B0226A","classic_bike",2023-10-01 16:22:03,"2023-10-02 09:05:02","Sheridan Rd & Noyes St (NU)","604","University Library (NU)","605","casual",40379,"Sunday","2023","10","01","16:22:03",2023-10-01,"16","Weekend"
"515D2794C02A5B2E","classic_bike",2023-10-05 23:11:42,"2023-10-06 10:14:19","Clark St & Lake St","KA1503000012","Cityfront Plaza Dr & Pioneer Ct","13427","member",19957,"Thursday","2023","10","05","23:11:42",2023-10-05,"23","Weekday"
"9845F2FC1B36CEF5","classic_bike",2023-10-03 11:45:34,"2023-10-04 07:22:01","Burling St & Diversey Pkwy","TA1309000036","Elston Ave & Cortland St","TA1305000039","casual",50787,"Tuesday","2023","10","03","11:45:34",2023-10-03,"11","Weekday"
"588BD6C2EBD53B11","classic_bike",2023-10-01 01:14:21,"2023-10-01 15:44:30","Bissell St & Armitage Ave*","chargingstx1","Dearborn St & Erie St","13045","casual",32409,"Sunday","2023","10","01","01:14:21",2023-10-01,"01","Weekend"
"E703E3CCEC2CC64A","classic_bike",2023-10-01 17:24:20,"2023-10-02 11:48:45","Clark St & North Ave","13128","Dusable Harbor","KA1503000064","casual",46465,"Sunday","2023","10","01","17:24:20",2023-10-01,"17","Weekend"
"217A2577CBEFEC75","classic_bike",2023-10-02 14:41:23,"2023-10-02 22:49:16","Adler Planetarium","13431","McCormick Place","TA1305000004","casual",9473,"Monday","2023","10","02","14:41:23",2023-10-02,"14","Weekday"
"77153955DEAA84E3","classic_bike",2023-10-05 18:29:46,"2023-10-06 10:14:19","Michigan Ave & 8th St","623","Cityfront Plaza Dr & Pioneer Ct","13427","member",36873,"Thursday","2023","10","05","18:29:46",2023-10-05,"18","Weekday"
"3C1EE2F505F455DE","classic_bike",2023-10-05 17:42:20,"2023-10-06 10:14:19","Cityfront Plaza Dr & Pioneer Ct","13427","Cityfront Plaza Dr & Pioneer Ct","13427","casual",39719,"Thursday","2023","10","05","17:42:20",2023-10-05,"17","Weekday"
"F499616AD88AF998","classic_bike",2023-10-05 18:24:39,"2023-10-06 10:14:19","Michigan Ave & 8th St","623","Cityfront Plaza Dr & Pioneer Ct","13427","member",37180,"Thursday","2023","10","05","18:24:39",2023-10-05,"18","Weekday"
"361EFC21A7360EA1","classic_bike",2023-10-21 13:25:12,"2023-10-22 13:57:08","State St & Chicago Ave","21544","Fairbanks St & Superior St","18003","member",68516,"Saturday","2023","10","21","13:25:12",2023-10-21,"13","Weekend"
"CDE247A02545E1A6","classic_bike",2023-10-05 17:38:51,"2023-10-06 10:14:19","Cityfront Plaza Dr & Pioneer Ct","13427","Cityfront Plaza Dr & Pioneer Ct","13427","casual",39928,"Thursday","2023","10","05","17:38:51",2023-10-05,"17","Weekday"
"4F9CF4833545B5A5","electric_bike",2023-10-31 16:36:24,"2023-11-01 00:20:08","","","Dearborn St & Erie St","13045","member",8024,"Tuesday","2023","10","31","16:36:24",2023-10-31,"16","Weekday"
"900C7EDEEE92D9AE","classic_bike",2023-10-29 16:47:29,"2023-10-30 12:49:47","California Ave & Milwaukee Ave","13084","California Ave & Byron St","15628","casual",52338,"Sunday","2023","10","29","16:47:29",2023-10-29,"16","Weekend"
"C2051F627ADD930E","classic_bike",2023-10-29 04:53:45,"2023-10-29 12:18:53","Clark St & Schiller St","TA1309000024","Dusable Harbor","KA1503000064","member",6908,"Sunday","2023","10","29","04:53:45",2023-10-29,"04","Weekend"
"48C56530E1F511AD","classic_bike",2023-10-07 22:06:20,"2023-10-08 15:31:03","Sheffield Ave & Fullerton Ave","TA1306000016","Southport Ave & Wrightwood Ave","TA1307000113","casual",42883,"Saturday","2023","10","07","22:06:20",2023-10-07,"22","Weekend"
"649663FD8F96CDD9","classic_bike",2023-10-27 11:38:51,"2023-10-28 00:53:49","Broadway & Thorndale Ave","15575","Kedzie Ave & Milwaukee Ave","13085","casual",27898,"Friday","2023","10","27","11:38:51",2023-10-27,"11","Weekday"
"15B5B3711B0AD9FA","classic_bike",2023-10-04 21:55:51,"2023-10-05 10:59:28","Evanston Civic Center","661","Central St & Girard Ave","E007","casual",27217,"Wednesday","2023","10","04","21:55:51",2023-10-04,"21","Weekday"
"EDFED4B09CC395F0","classic_bike",2023-10-12 23:49:04,"2023-10-13 11:26:20","Woodlawn Ave & 55th St","TA1307000164","Ellis Ave & 60th St","KA1503000014","casual",22036,"Thursday","2023","10","12","23:49:04",2023-10-12,"23","Weekday"
"E4582589B4DD190C","classic_bike",2023-10-26 11:00:53,"2023-10-27 00:36:31","Clark St & Randolph St","TA1305000030","Damen Ave & Madison St","13134","casual",29138,"Thursday","2023","10","26","11:00:53",2023-10-26,"11","Weekday"
"A036704E58255F47","classic_bike",2023-10-02 23:59:16,"2023-10-03 17:36:05","Wells St & Huron St","TA1306000012","Larrabee St & Webster Ave","13193","member",43609,"Monday","2023","10","02","23:59:16",2023-10-02,"23","Weekday"
"F06B6B9255326D06","classic_bike",2023-10-24 07:47:47,"2023-10-24 16:51:48","Wells St & Institute Pl","22001","Orleans St & Hubbard St","636","member",12841,"Tuesday","2023","10","24","07:47:47",2023-10-24,"07","Weekday"
"C29B20BE1D117F8F","classic_bike",2023-10-28 02:12:07,"2023-10-28 12:39:33","Clark St & Grace St","TA1307000127","Clark St & Bryn Mawr Ave","KA1504000151","casual",17846,"Saturday","2023","10","28","02:12:07",2023-10-28,"02","Weekend"
"98571EF020EBD473","classic_bike",2023-10-28 02:13:37,"2023-10-28 12:39:09","Clark St & Grace St","TA1307000127","Clark St & Bryn Mawr Ave","KA1504000151","casual",17732,"Saturday","2023","10","28","02:13:37",2023-10-28,"02","Weekend"
"79865EFD0430EC1E","classic_bike",2023-10-15 12:44:13,"2023-10-15 18:24:05","University Ave & 57th St","KA1503000071","Burnham Harbor","15545","casual",592,"Sunday","2023","10","15","12:44:13",2023-10-15,"12","Weekend"
"99F2F521618CD262","classic_bike",2023-10-01 00:06:55,"2023-10-01 13:33:08","Elston Ave & Cortland St","TA1305000039","Sheffield Ave & Willow St","TA1306000032","casual",28573,"Sunday","2023","10","01","00:06:55",2023-10-01,"00","Weekend"
"BB55C7D3AA137AE3","classic_bike",2023-10-04 09:26:09,"2023-10-05 09:15:01","Cottage Grove Ave & 43rd St","TA1308000023","Cottage Grove Ave & 43rd St","TA1308000023","casual",65932,"Wednesday","2023","10","04","09:26:09",2023-10-04,"09","Weekday"
"26CD1DA3CC3AC715","classic_bike",2023-10-29 01:57:01,"2023-10-29 10:06:58","Kedzie Ave & Lake St","KA1504000106","Kedzie Ave & Roosevelt Rd","15682","casual",9597,"Sunday","2023","10","29","01:57:01",2023-10-29,"01","Weekend"
"F5415140F1BC3306","classic_bike",2023-10-04 18:36:57,"2023-10-05 01:29:09","Wells St & Elm St","KA1504000135","Sheffield Ave & Willow St","TA1306000032","casual",4932,"Wednesday","2023","10","04","18:36:57",2023-10-04,"18","Weekday"
"BE8152814B48158E","classic_bike",2023-10-14 23:30:20,"2023-10-15 15:54:03","Clark St & North Ave","13128","Southport Ave & Wellington Ave","TA1307000006","casual",39223,"Saturday","2023","10","14","23:30:20",2023-10-14,"23","Weekend"
"BD4DA42C8F549A34","classic_bike",2023-10-20 16:56:29,"2023-10-21 09:42:57","Larrabee St & Menomonee St","TA1306000007","Larrabee St & Menomonee St","TA1306000007","member",40588,"Friday","2023","10","20","16:56:29",2023-10-20,"16","Weekday"
"1A91545995B17C64","classic_bike",2023-10-26 19:44:48,"2023-10-27 07:23:51","Broadway & Thorndale Ave","15575","Broadway & Thorndale Ave","15575","member",22143,"Thursday","2023","10","26","19:44:48",2023-10-26,"19","Weekday"
"4B8B25D4EC8516FF","classic_bike",2023-10-07 01:36:32,"2023-10-07 11:37:39","Wilton Ave & Belmont Ave","TA1307000134","Southport Ave & Wellington Ave","TA1307000006","casual",16267,"Saturday","2023","10","07","01:36:32",2023-10-07,"01","Weekend"
"3FB22329C7564F81","classic_bike",2023-10-29 01:54:03,"2023-10-29 12:25:53","Sheffield Ave & Fullerton Ave","TA1306000016","Greenview Ave & Fullerton Ave","TA1307000001","casual",18110,"Sunday","2023","10","29","01:54:03",2023-10-29,"01","Weekend"
"5A8377C74EDC19C7","classic_bike",2023-10-11 13:29:41,"2023-10-11 19:56:15","Shedd Aquarium","15544","State St & Van Buren St","TA1305000035","casual",3394,"Wednesday","2023","10","11","13:29:41",2023-10-11,"13","Weekday"
"11DB1C20D91646F5","classic_bike",2023-10-08 15:01:59,"2023-10-08 22:53:01","Indiana Ave & 26th St","TA1307000005","Indiana Ave & Roosevelt Rd","SL-005","casual",8462,"Sunday","2023","10","08","15:01:59",2023-10-08,"15","Weekend"
"AF3AF3437624B721","classic_bike",2023-10-27 17:16:56,"2023-10-27 23:31:59","Michigan Ave & Lake St","TA1305000011","Indiana Ave & Roosevelt Rd","SL-005","member",2703,"Friday","2023","10","27","17:16:56",2023-10-27,"17","Weekday"
"95766A0DD6EE9B69","classic_bike",2023-10-08 07:33:43,"2023-10-08 13:13:17","Halsted St & 18th St","13099","Canal St & Adams St","13011","casual",574,"Sunday","2023","10","08","07:33:43",2023-10-08,"07","Weekend"
"DF8A46B7670F2B3C","classic_bike",2023-10-04 22:36:35,"2023-10-05 16:21:13","Clark St & Ida B Wells Dr","TA1305000009","Indiana Ave & Roosevelt Rd","SL-005","casual",44078,"Wednesday","2023","10","04","22:36:35",2023-10-04,"22","Weekday"
"E5E4CF10E509BB73","classic_bike",2023-10-17 08:21:20,"2023-10-17 14:02:31","Field Blvd & South Water St","15534","LaSalle Dr & Huron St","KP1705001026","casual",671,"Tuesday","2023","10","17","08:21:20",2023-10-17,"08","Weekday"
"5867B28A6C5D66E2","classic_bike",2023-10-01 14:19:42,"2023-10-01 21:49:22","State St & Kinzie St","13050","Wabash Ave & Wacker Pl","TA1307000131","casual",7180,"Sunday","2023","10","01","14:19:42",2023-10-01,"14","Weekend"
"43D3A6F899E90D84","classic_bike",2023-10-25 17:35:13,"2023-10-26 09:17:11","Wabash Ave & 9th St","TA1309000010","Michigan Ave & Lake St","TA1305000011","casual",36718,"Wednesday","2023","10","25","17:35:13",2023-10-25,"17","Weekday"
"1FB5C70BA2F4ED33","classic_bike",2023-10-27 23:46:29,"2023-10-28 07:14:11","DuSable Lake Shore Dr & Belmont Ave","TA1309000049","Broadway & Cornelia Ave","13278","member",7062,"Friday","2023","10","27","23:46:29",2023-10-27,"23","Weekday"
"0F83C45FC16D7201","classic_bike",2023-10-08 14:29:35,"2023-10-09 13:07:04","Clark St & Berwyn Ave","KA1504000146","Broadway & Berwyn Ave","13109","casual",61649,"Sunday","2023","10","08","14:29:35",2023-10-08,"14","Weekend"
"09467527513E4AEF","classic_bike",2023-10-28 15:32:53,"2023-10-29 06:57:22","Field Museum","13029","Wabash Ave & Wacker Pl","TA1307000131","member",35669,"Saturday","2023","10","28","15:32:53",2023-10-28,"15","Weekend"
"33670EED4EEDE963","classic_bike",2023-10-15 11:51:35,"2023-10-16 03:17:52","Field Museum","13029","Michigan Ave & Lake St","TA1305000011","casual",35777,"Sunday","2023","10","15","11:51:35",2023-10-15,"11","Weekend"
"E9288E957EB3D8EF","classic_bike",2023-10-28 15:32:52,"2023-10-29 06:57:22","Field Museum","13029","Wabash Ave & Wacker Pl","TA1307000131","member",35670,"Saturday","2023","10","28","15:32:52",2023-10-28,"15","Weekend"
"99D373AB252A4B41","classic_bike",2023-10-28 15:31:53,"2023-10-29 06:57:22","Field Museum","13029","Wabash Ave & Wacker Pl","TA1307000131","casual",35729,"Saturday","2023","10","28","15:31:53",2023-10-28,"15","Weekend"
"8E30369F0219EA8E","classic_bike",2023-10-28 15:32:09,"2023-10-29 06:57:22","Field Museum","13029","Wabash Ave & Wacker Pl","TA1307000131","casual",35713,"Saturday","2023","10","28","15:32:09",2023-10-28,"15","Weekend"
"100ADC959FB0FE66","classic_bike",2023-10-17 23:02:04,"2023-10-18 22:00:19","Millennium Park","13008","Michigan Ave & Lake St","TA1305000011","casual",62895,"Tuesday","2023","10","17","23:02:04",2023-10-17,"23","Weekday"
"84B087485DE36C0C","classic_bike",2023-10-28 17:18:43,"2023-10-29 06:57:22","Rush St & Cedar St","KA1504000133","Wabash Ave & Wacker Pl","TA1307000131","member",29319,"Saturday","2023","10","28","17:18:43",2023-10-28,"17","Weekend"
"2FD39CC772D3D8D8","classic_bike",2023-10-28 15:40:32,"2023-10-29 06:57:22","Dearborn Pkwy & Delaware Pl","TA1307000128","Wabash Ave & Wacker Pl","TA1307000131","casual",35210,"Saturday","2023","10","28","15:40:32",2023-10-28,"15","Weekend"
"C587F32051ACD3AE","classic_bike",2023-10-21 01:00:10,"2023-10-21 08:26:26","Sedgwick St & Schiller St","TA1307000143","LaSalle Dr & Huron St","KP1705001026","casual",6976,"Saturday","2023","10","21","01:00:10",2023-10-21,"01","Weekend"
"7D5C6C3AE65AAB75","classic_bike",2023-10-28 16:13:55,"2023-10-29 06:58:42","Desplaines St & Jackson Blvd","15539","Wabash Ave & Wacker Pl","TA1307000131","member",33287,"Saturday","2023","10","28","16:13:55",2023-10-28,"16","Weekend"
"8F93AD4EA438973A","classic_bike",2023-10-28 18:58:09,"2023-10-29 06:57:22","Franklin St & Jackson Blvd","TA1305000025","Wabash Ave & Wacker Pl","TA1307000131","casual",23353,"Saturday","2023","10","28","18:58:09",2023-10-28,"18","Weekend"
"DD45A83AAB08F995","classic_bike",2023-10-28 18:58:22,"2023-10-29 06:59:21","Franklin St & Jackson Blvd","TA1305000025","Wabash Ave & Wacker Pl","TA1307000131","casual",23459,"Saturday","2023","10","28","18:58:22",2023-10-28,"18","Weekend"
"B8A79562F0937E2D","classic_bike",2023-10-09 16:37:15,"2023-10-09 23:59:19","DuSable Lake Shore Dr & Monroe St","13300","Wabash Ave & Wacker Pl","TA1307000131","casual",6724,"Monday","2023","10","09","16:37:15",2023-10-09,"16","Weekday"
"887A998D9CC41ABC","electric_bike",2023-10-24 20:26:12,"2023-10-25 02:03:01","Central Park Ave & North Ave","15652","Central Park Ave & North Ave","15652","casual",409,"Tuesday","2023","10","24","20:26:12",2023-10-24,"20","Weekday"
"D4FE024DCE29165C","classic_bike",2023-10-01 16:56:21,"2023-10-02 02:41:02","Wabash Ave & Wacker Pl","TA1307000131","Wabash Ave & Wacker Pl","TA1307000131","casual",15281,"Sunday","2023","10","01","16:56:21",2023-10-01,"16","Weekend"
"B8D8A26E2CCF453D","classic_bike",2023-10-01 00:15:16,"2023-10-01 08:13:16","Wabash Ave & Wacker Pl","TA1307000131","Wabash Ave & Wacker Pl","TA1307000131","casual",8880,"Sunday","2023","10","01","00:15:16",2023-10-01,"00","Weekend"
"79ECDB15CDA6E7FB","classic_bike",2023-10-28 21:57:43,"2023-10-29 06:57:22","State St & Chicago Ave","21544","Wabash Ave & Wacker Pl","TA1307000131","casual",12579,"Saturday","2023","10","28","21:57:43",2023-10-28,"21","Weekend"
"D74C047FED36E389","classic_bike",2023-10-28 17:08:36,"2023-10-29 06:57:22","Michigan Ave & Madison St","13036","Wabash Ave & Wacker Pl","TA1307000131","member",29926,"Saturday","2023","10","28","17:08:36",2023-10-28,"17","Weekend"
"E4F97B5A3F793AE4","classic_bike",2023-10-18 12:49:42,"2023-10-19 12:42:00","LaSalle St & Jackson Blvd","TA1309000004","Daley Center Plaza","TA1306000010","member",66138,"Wednesday","2023","10","18","12:49:42",2023-10-18,"12","Weekday"
"29D67C7A47F81FB5","electric_bike",2023-10-12 11:57:19,"2023-10-12 19:55:41","LaSalle St & Washington St","13006","Daley Center Plaza","TA1306000010","member",8902,"Thursday","2023","10","12","11:57:19",2023-10-12,"11","Weekday"
"7247C185A2A0318F","electric_bike",2023-10-13 09:20:02,"2023-10-13 15:30:45","Clark St & Randolph St","TA1305000030","Daley Center Plaza","TA1306000010","member",2443,"Friday","2023","10","13","09:20:02",2023-10-13,"09","Weekday"
"D99E1E3431E22655","classic_bike",2023-10-18 20:28:59,"2023-10-19 06:25:17","Sheffield Ave & Kingsbury St","13154","Lakeview Ave & Fullerton Pkwy","TA1309000019","member",15978,"Wednesday","2023","10","18","20:28:59",2023-10-18,"20","Weekday"
"959CEC1FE78372EC","classic_bike",2023-10-27 17:53:36,"2023-10-28 16:09:01","Michigan Ave & Pearson St","13034","Michigan Ave & Pearson St","13034","casual",60325,"Friday","2023","10","27","17:53:36",2023-10-27,"17","Weekday"
"653B7AAC0A8E04FA","classic_bike",2023-10-06 04:08:35,"2023-10-06 17:51:54","Broadway & Sheridan Rd","13323","Clarendon Ave & Junior Ter","13389","casual",29599,"Friday","2023","10","06","04:08:35",2023-10-06,"04","Weekday"
"1F3F44D80CD06001","classic_bike",2023-10-26 21:04:49,"2023-10-27 07:59:21","Desplaines St & Randolph St","15535","Clark St & Randolph St","TA1305000030","member",19472,"Thursday","2023","10","26","21:04:49",2023-10-26,"21","Weekday"
"1557BD20AA255CFA","classic_bike",2023-10-04 00:56:16,"2023-10-04 07:21:34","Dearborn Pkwy & Delaware Pl","TA1307000128","Orleans St & Merchandise Mart Plaza","TA1305000022","casual",3318,"Wednesday","2023","10","04","00:56:16",2023-10-04,"00","Weekday"
"EA0DC96879E6E03B","classic_bike",2023-10-18 22:52:56,"2023-10-19 09:43:00","Sheridan Rd & Lawrence Ave","TA1309000041","Clarendon Ave & Junior Ter","13389","casual",19204,"Wednesday","2023","10","18","22:52:56",2023-10-18,"22","Weekday"
"DEB06B44C827BF9A","electric_bike",2023-10-19 14:37:43,"2023-10-19 20:46:23","","","Wells St & Elm St","KA1504000135","member",2320,"Thursday","2023","10","19","14:37:43",2023-10-19,"14","Weekday"
"A612BB741F3E2404","classic_bike",2023-10-13 12:02:23,"2023-10-14 08:44:06","Wells St & Polk St","SL-011","Clark St & Ida B Wells Dr","TA1305000009","member",54703,"Friday","2023","10","13","12:02:23",2023-10-13,"12","Weekday"
"35C27ED9CF6B7A40","classic_bike",2023-10-26 19:21:30,"2023-10-27 07:36:52","Sheffield Ave & Kingsbury St","13154","Sheffield Ave & Kingsbury St","13154","casual",24322,"Thursday","2023","10","26","19:21:30",2023-10-26,"19","Weekday"
"B69832C6F5BECA15","classic_bike",2023-10-08 11:54:51,"2023-10-09 12:54:29","Shore Dr & 55th St","TA1308000009","","","member",70178,"Sunday","2023","10","08","11:54:51",2023-10-08,"11","Weekend"
"831E90E46429C1AF","classic_bike",2023-10-17 16:48:42,"2023-10-18 17:48:37","Carpenter St & Huron St","13196","","","member",70195,"Tuesday","2023","10","17","16:48:42",2023-10-17,"16","Weekday"
"E80AAD7247C370B8","classic_bike",2023-10-21 06:57:17,"2023-10-22 07:57:06","Cornell Ave & Hyde Park Blvd","KA1503000007","","","casual",70189,"Saturday","2023","10","21","06:57:17",2023-10-21,"06","Weekend"
"E93B32684770C22F","classic_bike",2023-10-04 19:01:18,"2023-10-05 20:01:12","Delano Ct & Roosevelt Rd","KA1706005007","","","casual",70194,"Wednesday","2023","10","04","19:01:18",2023-10-04,"19","Weekday"
"39C749EF5AA10496","classic_bike",2023-10-09 07:47:47,"2023-10-10 08:47:28","Dearborn Pkwy & Delaware Pl","TA1307000128","","","casual",70181,"Monday","2023","10","09","07:47:47",2023-10-09,"07","Weekday"
"F76D5DB67E143A48","classic_bike",2023-10-01 13:45:10,"2023-10-02 14:45:03","California Ave & Francis Pl","13259","","","casual",70193,"Sunday","2023","10","01","13:45:10",2023-10-01,"13","Weekend"
"A08B33E607788CF4","classic_bike",2023-10-07 17:44:05,"2023-10-08 18:44:01","DuSable Lake Shore Dr & Monroe St","13300","","","casual",70196,"Saturday","2023","10","07","17:44:05",2023-10-07,"17","Weekend"
"CDF9B6CAE18C4D11","classic_bike",2023-10-09 17:54:47,"2023-10-10 18:54:35","University Ave & 57th St","KA1503000071","","","member",70188,"Monday","2023","10","09","17:54:47",2023-10-09,"17","Weekday"
"C831B33A8F76AEC1","classic_bike",2023-10-24 21:01:04,"2023-10-25 22:00:57","Dearborn Pkwy & Delaware Pl","TA1307000128","","","casual",70193,"Tuesday","2023","10","24","21:01:04",2023-10-24,"21","Weekday"
"727780E6A3FF53A2","classic_bike",2023-10-08 14:45:19,"2023-10-09 15:45:08","Indiana Ave & 26th St","TA1307000005","","","member",70189,"Sunday","2023","10","08","14:45:19",2023-10-08,"14","Weekend"
"277A4ECCE4E89A10","classic_bike",2023-10-02 16:40:40,"2023-10-03 17:40:29","Stetson Ave & South Water St","TA1308000029","","","member",70189,"Monday","2023","10","02","16:40:40",2023-10-02,"16","Weekday"
"3683BA09D4823BEA","classic_bike",2023-10-08 14:45:24,"2023-10-09 15:45:15","Indiana Ave & 26th St","TA1307000005","","","member",70191,"Sunday","2023","10","08","14:45:24",2023-10-08,"14","Weekend"
"B5A462DA15C35FEE","classic_bike",2023-10-29 12:05:46,"2023-10-30 13:05:25","Stetson Ave & South Water St","TA1308000029","","","casual",70179,"Sunday","2023","10","29","12:05:46",2023-10-29,"12","Weekend"
"67F533A516E8B29C","classic_bike",2023-10-21 17:04:35,"2023-10-22 18:04:31","McClurg Ct & Ohio St","TA1306000029","","","member",70196,"Saturday","2023","10","21","17:04:35",2023-10-21,"17","Weekend"
"FCE0257D5B89E6C0","classic_bike",2023-10-12 06:56:32,"2023-10-13 07:56:24","Desplaines St & Jackson Blvd","15539","","","casual",70192,"Thursday","2023","10","12","06:56:32",2023-10-12,"06","Weekday"
"A0C153B4FE82397A","classic_bike",2023-10-02 10:38:50,"2023-10-03 11:38:32","Stetson Ave & South Water St","TA1308000029","","","casual",70182,"Monday","2023","10","02","10:38:50",2023-10-02,"10","Weekday"
"E492D0C917188EAF","classic_bike",2023-10-03 15:24:34,"2023-10-04 16:24:30","Adler Planetarium","13431","","","casual",70196,"Tuesday","2023","10","03","15:24:34",2023-10-03,"15","Weekday"
"9DE61DC4DBF2DF77","classic_bike",2023-10-22 11:48:43,"2023-10-23 12:48:38","Adler Planetarium","13431","","","casual",70195,"Sunday","2023","10","22","11:48:43",2023-10-22,"11","Weekend"
